Price,Pid,Property_name,Address
"900,000 / year",H5577,2 bedroom Flat / Apartment for rent Adelabu Surulere Lagos,Rafiu Williams street Adelabu Surulere Lagos
"1,200,000 / year",H5576,2 bedroom Flat / Apartment for rent Bode Thomas Surulere Lagos,off Babs Animasaun Bode Thomas Surulere Lagos
"1,500,000 / year",H5575,3 bedroom Flat / Apartment for rent Bode Thomas Surulere Lagos,off Babs Animasaun Bode Thomas Surulere Lagos
"750,000 / year",H5574,2 bedroom Flat / Apartment for rent Sangotedo Ajah Lagos,Hopeville Estate Sangotedo Ajah Lagos
"400,000",H4548,1 bedroom mini flat Flat / Apartment for rent Bajulaiye Shomolu Shomolu Lagos,"Odunlami Street, off Fola Agoro Bajulaiye Shomolu Shomolu Lagos"
"2,000,000",H5572,1 bedroom mini flat Flat / Apartment for rent Karimu Kotun Victoria Island Lagos,Karimu Kotun Victoria Island Lagos
"1,000,000 / year",H4825,3 bedroom Flat / Apartment for rent Shomolu Lagos,"Odunlami street, off Fola -Agoro Shomolu Lagos"
"1,000,000",H5564,3 bedroom Flat / Apartment for rent Kilo-Marsha Surulere Lagos,Kilo Marsha Surulere Lagos
"1,100,000 / year",H0188,1 bedroom mini flat Flat / Apartment for rent Off Victoria Arobieke Street Lekki Phase 1 Lekki Lagos,SON.. Off Victoria Arobieke Street Lekki Phase 1 Lekki Lagos
"100,000,000",H5562,Land for rent Off Lekki-Epe Expressway Ajah Lagos,"community road, ajoke coker street Off Lekki Epe Expressway Ajah Lagos"
"800,000",H0946,2 bedroom Flat / Apartment for rent S.WEST IKOYI Awolowo Road Ikoyi Lagos,"St.Gregory College, Obalende Ikoyi S.WEST IKOYI Awolowo Road Ikoyi Lagos"
"1,300,000",H0256,2 bedroom Flat / Apartment for rent Off Alexander Road Old Ikoyi Ikoyi Lagos,Milverton Road Off Alexander Road Old Ikoyi Ikoyi Lagos
"4,000,000",H1517,5 bedroom Duplex for rent Off Admiralty Way Lekki Phase 1 Lekki Lagos,By Adebisi Ladejobi Close Off Admiralty Way Lekki Phase 1 Lekki Lagos
"3,000,000 / year","18,H5561",Commercial Property for rent Shomolu Shomolu Lagos,Morocco Shomolu Shomolu Lagos
"1,500,000",H5019,2 bedroom Flat / Apartment for rent Nicon Town Estate Ikate Lekki Lagos,C zone Nicon Town Estate Ikate Lekki Lagos
"300,000",H5556,1 bedroom mini flat Flat / Apartment for rent Abule-Oja Yaba Lagos,Close to Unilag road Abule Oja Yaba Lagos
"7,000,000",H5552,4 bedroom Bungalow for rent Victoria Island Lagos,Elsie Femi Pearse Street Victoria Island Lagos
"2,500,000",H5547,5 bedroom House for rent GRA Magodo Kosofe/Ikosi Lagos,"Omole phase 2, close to GRA Magodo Kosofe Ikosi Lagos"
"200,000",H5545,1 bedroom mini flat Flat / Apartment for rent Akoka Akoka Yaba Lagos,Obadia Akoka Akoka Yaba Lagos
"1,500,000",H5541,3 bedroom Office Space for rent Lawanson Ojuelegba Surulere Lagos,Lawanson Ojuelegba Surulere Lagos
"650,000",H5538,2 bedroom Flat / Apartment for rent off Apapa Road Ebute Metta Yaba Lagos,off Apapa Road Ebute Metta Yaba Lagos
"4,000,000",H5535,5 bedroom Duplex for rent Adeniyi Jones estate Adeniyi Jones Ikeja Lagos,Adeniyi Jones Adeniyi Jones estate Adeniyi Jones Ikeja Lagos
"4,000,000 / year",H5532,4 bedroom House for rent Dolphin Estate Ikoyi Lagos,"Eti osa way, Dolphin Dolphin Estate Ikoyi Lagos"
"1,300,000",H5528,3 bedroom Flat / Apartment for rent GRA Magodo Isheri Ojodu Lagos,phase 1 GRA Magodo Isheri Ojodu Lagos
"1,500,000 / year",G4760,3 bedroom Flat / Apartment for rent Pako Estate Ogudu GRA Ogudu Lagos,"No 5,Malachy close, off Harris Orah crescent, Ogudu, Ojota. Pako Estate Ogudu Gra Ogudu Lagos"
"1,200,000 / year",G7873,90.0 square meter Commercial Property for rent Alagomeji Yaba Lagos,Alagomeji Alagomeji Yaba Lagos
"4,000,000 / year",H5526,4 bedroom House for rent Dolphin Estate Ikoyi Lagos,Isale Eko way Dolphin Estate Ikoyi Lagos
"5,500,000 / year",H5523,4 bedroom Duplex for rent Shonibare Estate Maryland Lagos,Shonibare estate Shonibare Estate Maryland Lagos
"230,000 / year",G9214,Self Contain for rent Onike Yaba Lagos,Onike Onike Yaba Lagos
"2,500,000",H5517,3 bedroom Flat / Apartment for rent Off Yaba Tech Yaba Lagos,Off Yaba Tech Yaba Lagos
"500,000",H5514,2 bedroom Flat / Apartment for rent Mushin Mushin Lagos,itire-mushin road Mushin Mushin Lagos
"6,000,000 / year",H5513,3 bedroom House for rent Osborne Foreshore Estate Ikoyi Lagos,Kebbi street Osborne Foreshore Estate Ikoyi Lagos
"400,000",H5511,1 bedroom mini flat Flat / Apartment for rent off Bajulaiye Yaba Lagos,off Bajulaiye Yaba Lagos
"1,200,000 / year",H5508,1 bedroom mini flat Flat / Apartment for rent Lekki phase one Lekki Phase 1 Lekki Lagos,Off Admiralty Lekki phase one Lekki Phase 1 Lekki Lagos
"850,000",H5507,3 bedroom Flat / Apartment for rent Palmgroove Shomolu Lagos,"Olorunkemi street,Pedro Palmgroove Shomolu Lagos"
"3,000,000",G7893,5 bedroom Duplex for rent Medina Medina Gbagada Lagos,Adeola Street Medina Medina Gbagada Lagos
"250,000 / year",H5498,1 bedroom mini flat Commercial Property for rent Ire Akari Isolo Lagos,Ireakari model market. Ire Akari Isolo Lagos
"750,000",H5497,2 bedroom Flat / Apartment for rent Alapere Kosofe/Ikosi Lagos,off Ogunlana street Alapere Kosofe Ikosi Lagos
"300,000",H5494,2 bedroom Flat / Apartment for rent Egbeda Alimosho Lagos,Egbeda Alimosho Lagos
"2,500,000",G7891,5 bedroom Duplex for rent Medina Medina Gbagada Lagos,Adeola Street Medina Medina Gbagada Lagos
"300,000",H5493,1 bedroom mini flat Flat / Apartment for rent Akoka Shomolu Shomolu Lagos,Obadia Akoka Shomolu Shomolu Lagos
"1,000,000",H5488,3 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos,Ifako Gbagada Ifako Gbagada Gbagada Lagos
"1,300,000",H5486,3 bedroom Flat / Apartment for rent GRA Magodo Isheri Ojodu Lagos,"Omole phase 2, close to phase 1 GRA Magodo Isheri Ojodu Lagos"
"1,300,000",H5483,3 bedroom Flat / Apartment for rent GRA Magodo Isheri Ojodu Lagos,phase 1 GRA Magodo Isheri Ojodu Lagos
"1,500,000",H5482,3 bedroom Flat / Apartment for rent GRA Magodo-Shangisha Kosofe/Ikosi Lagos,phase 2 GRA Magodo Shangisha Kosofe Ikosi Lagos
"1,000,000",H5481,3 bedroom Flat / Apartment for rent Ifako Ifako-gbagada Gbagada Lagos,Taodak Estate Ifako Ifako Gbagada Gbagada Lagos
"84,000",H5479,Shop for rent Shomolu Shomolu Lagos,close to Fola Agoro Shomolu Shomolu Lagos
"900,000 / year",H5475,2 bedroom Flat / Apartment for rent Ogudu Kosofe Kosofe/Ikosi Lagos,Ogudu GRA Ogudu Kosofe Kosofe Ikosi Lagos
"1,300,000 / year",H5474,3 bedroom Flat / Apartment for rent Ogudu Kosofe Kosofe/Ikosi Lagos,Ogudu Ogudu Kosofe Kosofe Ikosi Lagos
"1,000,000",H3594,3 bedroom Flat / Apartment for rent Gbagada phase I Phase 1 Gbagada Lagos,Gbagada phase I Gbagada phase I Phase 1 Gbagada Lagos
"500,000",H4777,2 bedroom Flat / Apartment for rent Onipanu Ilupeju Lagos,Onipanu Onipanu Ilupeju Lagos
"170,000",H4807,Self Contain for rent Onipanu Ilupeju Lagos,Onipanu Onipanu Ilupeju Lagos
"1,500,000",H0555,3 bedroom Duplex for rent Onipanu Shomolu Lagos,"Off Durosimi street, somolu Onipanu Shomolu Lagos"
"1,100,000 / year",G9946,3 bedroom Flat / Apartment for rent Folagoro Shomolu Shomolu Lagos,Olaosebikan street Folagoro Shomolu Shomolu Lagos
"300,000",H4792,1 bedroom mini flat Flat / Apartment for rent Onipanu Ilupeju Lagos,Onipanu Onipanu Ilupeju Lagos
"3,000,000 / year",D8956,4 bedroom Duplex for rent Iroko Awe Ilasan Ikate Lekki Lagos,"Hon. Ajayi Alaba street, Iroko Awe Ilasan Ikate Lekki Lagos"
"1,300,000",H4815,3 bedroom Flat / Apartment for rent Alagomeji Alagomeji Yaba Lagos,Alagomeji Alagomeji Alagomeji Yaba Lagos
"1,000,000",H4820,3 bedroom Flat / Apartment for rent Alagomeji Alagomeji Yaba Lagos,Alagomeji Alagomeji Alagomeji Yaba Lagos
"750,000",H5162,2 bedroom Flat / Apartment for rent Yaba Sabo Yaba Lagos,Yaba Yaba Sabo Yaba Lagos
"350,000 / year",H5469,1 bedroom mini flat Flat / Apartment for rent Marjek frist gate Sangotedo Ajah Lagos,Bashorun Estate Marjek frist gate Sangotedo Ajah Lagos
"4,000,000 / year",H5468,4 bedroom Duplex for rent idado estate Idado Lekki Lagos,idado idado estate Idado Lekki Lagos
"950,000",H5463,3 bedroom Flat / Apartment for rent Sangotedo Ajah Lagos,United estate Sangotedo Ajah Lagos
"450,000 / year",E7901,2 bedroom Flat / Apartment for rent Berger Ojodu Lagos,Adebowale street Berger Ojodu Lagos
"1,300,000",H5456,3 bedroom Flat / Apartment for rent Akoka Yaba Lagos,Modupe estate akoka Akoka Yaba Lagos
"300,000",H5454,Self Contain for rent Abule-Oja Yaba Lagos,close to unilag Abule Oja Yaba Lagos
"1,500,000",H5453,3 bedroom Flat / Apartment for rent Off Toyin street Toyin street Ikeja Lagos,Ikeja Off Toyin street Toyin Street Ikeja Lagos
"350,000 / year","170,F2645",170.0 square meter Commercial Property for rent Coker Road Shasha Alimosho Lagos,"ALONG COKER ROAD , SHASHA AIRFORCE BARRACKS Coker Road Shasha Alimosho Lagos"
"1,000,000",H5444,2 bedroom Flat / Apartment for rent Iwaya Onike Yaba Lagos,Pedro Iwaya Onike Yaba Lagos
"1,400,000","90,H5442",3 bedroom Flat / Apartment for rent Medina Medina Gbagada Lagos,Zainab Street Medina Medina Gbagada Lagos
"300,000",H5441,Self Contain for rent Abule-Oja Yaba Lagos,Ajayi Abule Oja Yaba Lagos
"1,000,000",H5439,2 bedroom Flat / Apartment for rent Josodat Estate Soluyi Gbagada Lagos,Josodat Estate Josodat Estate Soluyi Gbagada Lagos
"700,000 / year",H5424,4 bedroom Flat / Apartment for rent Olowoira Magodo Isheri Ojodu Lagos,Akinwunmi street Olowoira Magodo Isheri Ojodu Lagos
"1,200,000 / year",H0490,3 bedroom Flat / Apartment for rent Magodo Kosofe/Ikosi Lagos,Phase I Magodo Kosofe Ikosi Lagos
"800,000 / year",H0493,3 bedroom Flat / Apartment for rent Magodo Isheri Ojodu Lagos,Obafemi Omowaiye street Magodo Isheri Ojodu Lagos
"850,000 / year",H5057,2 bedroom Flat / Apartment for rent Sawmill Ifako-gbagada Gbagada Lagos,Kiniufa Sawmill Ifako Gbagada Gbagada Lagos
"450,000",H0693,1 bedroom mini flat Flat / Apartment for rent Alapere estate Alapere Kosofe/Ikosi Lagos,Alapere estate Alapere estate Alapere Kosofe Ikosi Lagos
"450,000 / year",H0822,1 bedroom mini flat Flat / Apartment for rent Alapere Kosofe/Ikosi Lagos,Alapere Estate Alapere Kosofe Ikosi Lagos
"1,300,000 / year",H4975,3 bedroom Flat / Apartment for rent Yetunde Brown Ifako-gbagada Gbagada Lagos,Yetunde Brown Yetunde Brown Ifako Gbagada Gbagada Lagos
"1,500,000 / year",H1928,3 bedroom Duplex for rent Omole phase 2 Ogba Lagos,Somide odujinri Omole Phase 2 Ogba Lagos
"1,000,000 / year",H4046,3 bedroom Flat / Apartment for rent Magodo GRA PHASE 1 Magodo Kosofe/Ikosi Lagos,Unilag Estate Magodo GRA PHASE 1 Magodo Kosofe Ikosi Lagos
"1,200,000 / year",H5436,"2 bedroom Flat / Apartment for rent Beside World Oil filling station , Ilasan Jakande Lekki Lagos","ILASAN Beside World Oil filling station , Ilasan Jakande Lekki Lagos"
"750,000 / year",H4740,2 bedroom Flat / Apartment for rent Magodo Isheri Ojodu Lagos,Unilag Estate Magodo Isheri Ojodu Lagos
"3,000,000 / year",H5435,3 bedroom Flat / Apartment for rent Opebi Ikeja Lagos,Awuse Estate Opebi Ikeja Lagos
"400,000 / year",H5434,3 bedroom Flat / Apartment for rent ibeshe road Ebute Ikorodu Lagos,Blessing estate ibeshe road Ebute Ikorodu Lagos
"1,200,000 / year",H5432,2 bedroom Duplex for rent IKATE Ikate Lekki Lagos,IKATE IKATE Ikate Lekki Lagos
"700,000 / year",H4252,2 bedroom Flat / Apartment for rent Behind Ojodu LCDA Oke-Ira Ogba Lagos,Kayode Joseph Street Behind Ojodu LCDA Oke Ira Ogba Lagos
"650,000 / year",H4280,3 bedroom Flat / Apartment for rent Behind Ojodu LCDA Ajayi road Ogba Lagos,Kayode Joseph Street Behind Ojodu LCDA Ajayi Road Ogba Lagos
"450,000 / year",H5430,2 bedroom Flat / Apartment for rent mile12 Ikorodu Ikorodu Lagos,Waybridge before irawo mile12 Ikorodu Ikorodu Lagos
"2,500,000",H5426,3 bedroom Duplex for rent Magodo-Shangisha Kosofe/Ikosi Lagos,Magodo Shangisha Magodo Shangisha Kosofe Ikosi Lagos
"500,000 / year",H5425,2 bedroom Flat / Apartment for rent Magodo Isheri Ojodu Lagos,Godwill Estate Magodo Isheri Ojodu Lagos
"2,500,000",H5419,Bungalow for rent Abule-Ijesha Yaba Lagos,morroco Abule Ijesha Yaba Lagos
"600,000",H5418,2 bedroom Flat / Apartment for rent Akoka Yaba Lagos,Community road Akoka Yaba Lagos
"700,000",H5407,2 bedroom Flat / Apartment for rent Community road Okota Lagos,GreenField Community Road Okota Lagos
"16,000,000 / year",H5406,3 bedroom Flat / Apartment for rent Banana Island Ikoyi Lagos,Bella Vista Banana Island Ikoyi Lagos
"450,000",H1223,2 bedroom Flat / Apartment for rent Bucknor Isolo Lagos,Maria Okor street off Ailegun rd Bucknor Isolo Lagos
"480,000 / year",F3112,2 bedroom Flat / Apartment for rent Bucknor Isolo Lagos,"Anglican Church Street, behind Saint Augustine, FunshoOgini B/Stop Bucknor Isolo Lagos"
"450,000",G6934,2 bedroom Flat / Apartment for rent Bucknor Isolo Lagos,"BODE SODIYA STR, OFF TIJANI SALAKO Bucknor Isolo Lagos"
"550,000",G6933,3 bedroom Flat / Apartment for rent Bucknor Isolo Lagos,"BODE SODIYA STREET, OFF TIJANI SALAKO Bucknor Isolo Lagos"
"7,500,000 / year",H5404,4 bedroom Duplex for rent Ajah Thomas estate Ajah Lagos,Ajah Ajah Thomas Estate Ajah Lagos
"2,000,000 / year",G9327,2 bedroom Flat / Apartment for rent Lekki Lagos,Lekki Right Handside Lekki Lagos
"800,000",H5402,3 bedroom Flat / Apartment for rent Isheri Egbe/Idimu Lagos,Isheri north GRA Isheri Egbe Idimu Lagos
"6,000,000",H5399,Commercial Property for rent Omole phase 1 Ogba Lagos,Akiode bus stop. Opposite Omole Estate gate Omole Phase 1 Ogba Lagos
"350,000",H5398,2 bedroom Flat / Apartment for rent Abijo Ajah Lagos,Abijo GRA Abijo Ajah Lagos
"550,000",H5397,3 bedroom Flat / Apartment for rent Isheri Egbe/Idimu Lagos,Yob Avenue Isheri north GRA Isheri Egbe Idimu Lagos
"600,000 / year",H5396,3 bedroom Flat / Apartment for rent Sangotedo Ajah Lagos,opposite Crown Estate Sangotedo Ajah Lagos
"900,000 / year",H5395,3 bedroom Flat / Apartment for rent Sangotedo Ajah Lagos,Ocean Palm Estate Sangotedo Ajah Lagos
"800,000",H5393,3 bedroom Flat / Apartment for rent Sangotedo Ajah Lagos,Sangotedo Sangotedo Ajah Lagos
"200,000",H5392,Self Contain for rent Oke-Afa Isolo Lagos,oke afa Oke Afa Isolo Lagos
"2,500,000",H5389,3 bedroom Flat / Apartment for rent Adeniran Ogunsanya Surulere Lagos,off Adeniran Ogunsanya Adeniran Ogunsanya Surulere Lagos
"4,500,000",G5626,3 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos,Oniru Lekki Phase 1 Lekki Lagos
"18,000,000",H5386,5 bedroom Commercial Property for rent BIshop Oluwole Ahmadu Bello Way Victoria Island Lagos,31A OJU OLOBUN STREET BIshop Oluwole Ahmadu Bello Way Victoria Island Lagos
"3,800,000",G6910,4 bedroom Duplex for rent Ikate Lekki Lagos,Romay Garden Estate Ikate Lekki Lagos
"300,000","15,G5958",Office Space for rent Lagos Island Lagos Island Lagos,Sura Complex Lagos Island Lagos Island Lagos
"5,000,000",G4323,3 bedroom Flat / Apartment for rent Adeola Odeku Victoria Island Lagos,Oju Olobun Adeola Odeku Victoria Island Lagos
"800,000",H5385,3 bedroom Flat / Apartment for rent Ado Ajah Lagos,Ado Ado Ajah Lagos
"2,200,000",H5383,5 bedroom Duplex for rent Ado Ajah Lagos,Ado Ado Ajah Lagos
"1,500,000",H5382,4 bedroom House for rent Ado Ajah Lagos,Ado Ado Ajah Lagos
"3,000,000",H5381,3 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos,Lekki Lekki Phase 1 Lekki Lagos
"3,000,000",H5380,4 bedroom Duplex for rent chevron Lekki Lagos,C9 unit 5 Chevron Lekki Lagos
"1,300,000",H5379,4 bedroom House for rent Ado Ajah Lagos,Ado Ado Ajah Lagos
"1,200,000",H5377,3 bedroom Flat / Apartment for rent Ado Ajah Lagos,Ado Ado Ajah Lagos
"450,000",H5375,3 bedroom Office Space for rent Agege Road Cement Agege Lagos,Agege Road Cement Agege Lagos
"1,500,000",H5374,1 bedroom mini flat Flat / Apartment for rent Mobolaji Bank Anthony Way Ikeja Lagos,Shonibare Estate Mobolaji Bank Anthony Way Ikeja Lagos
"900,000",H5372,"2 bedroom Flat / Apartment for rent Off, Ishaga idi- Araba Surulere Lagos","Off, Ishaga Idi Araba Surulere Lagos"
"2,000,000 / year",H5370,3 bedroom Flat / Apartment for rent Arowojobe Estate Maryland Lagos,Okey Okeke Drive Arowojobe Estate Maryland Lagos
"180,000",H5369,Shop for rent Cement Cement Agege Lagos,Cement Cement Agege Lagos
"6,000,000",H3540,3 bedroom Flat / Apartment for rent Admiralty way Lekki Phase 1 Lekki Lagos,Itumo Ogbonna Street Admiralty way Lekki Phase 1 Lekki Lagos
"5,000,000 / year",H5366,3 bedroom Flat / Apartment for rent Victoria Island Extension Victoria Island Lagos,Oniru Victoria Island Extension Victoria Island Lagos
"500,000 / year",H5364,2 bedroom Flat / Apartment for rent Off church street Alapere Kosofe/Ikosi Lagos,Oguntifa street Alapere Off church street Alapere Kosofe Ikosi Lagos
"11,000,000",H5363,4 bedroom Duplex for rent Parkview Estate Ikoyi Lagos,Tony Eromosele Parkview Estate Ikoyi Lagos
"15,000,000 / year",H5361,4 bedroom Duplex for rent Banana Island Ikoyi Lagos,Ikoyi Banana Island Ikoyi Lagos
"350,000 / year",H5360,1 bedroom mini flat Flat / Apartment for rent Ikosi-Ketu Kosofe/Ikosi Lagos,Ikosi Ikosi Ketu Kosofe Ikosi Lagos
"3,500,000 / year",D4514,"5 bedroom Duplex for rent by Shoprite, Oniru Lekki Phase 1 Lekki Lagos","Landbridge Avenue by Shoprite, Oniru Lekki Phase 1 Lekki Lagos"
"25,000",H0705,Office Space for rent Alagomeji Yaba Lagos, Olonode street Alagomeji Yaba Lagos
"800,000 / year",H5358,2 bedroom Flat / Apartment for rent Ogudu Ogudu Lagos,Barracks Estate Ogudu Ogudu Lagos
"1,200,000",E7742,2 bedroom Flat / Apartment for rent Oregun Ikeja Lagos,Jully estate Oregun Ikeja Lagos
"2,000,000",H5357,2 bedroom Flat / Apartment for rent ONIRU/ VI Lekki Phase 1 Lekki Lagos,PALACE ROAD ONIRU/ VI Lekki Phase 1 Lekki Lagos
"3,000,000 / year",H2308,5 bedroom Duplex for rent V.G.C Lekki Lagos,Manor Gardens Estate V.g.c Lekki Lagos
"500,000",H5353,3 bedroom Flat / Apartment for rent Agege Lagos,Agege Lagos
"6,000,000",G4321,3 bedroom Flat / Apartment for rent Adeola Odeku Victoria Island Lagos,Idejo Street Adeola Odeku Victoria Island Lagos
"800,000 / day",H5352,"3 bedroom Flat / Apartment for rent CBN estate ii satellite town, lagos Amuwo Odofin Amuwo Odofin Lagos","CBN Estate II, Alakija, Satellite Town CBN estate ii satellite town, lagos Amuwo Odofin Amuwo Odofin Lagos"
"2,500,000 / year",H0747,1 bedroom mini flat Office Space for rent Lekki Phase 1 Lekki Lagos,Admiralty Way Lekki Phase 1 Lekki Lagos
"35,000",H3425,2 bedroom Office Space for rent Beside FRSC Building Berger Ojodu Lagos,Akinsanya Street Beside FRSC Building Berger Ojodu Lagos
"8,000,000 / year",H5350,4 bedroom Duplex for rent Osborne Foreshore Estate Ikoyi Lagos,Osbourne 2 Osborne Foreshore Estate Ikoyi Lagos
"1,500,000 / year",H5347,2 bedroom Flat / Apartment for rent Alagomeji Yaba Lagos,Alagomeji Alagomeji Yaba Lagos
"900,000",H5346,2 bedroom Flat / Apartment for rent Bode Thomas Surulere Lagos,Bode Thomas Bode Thomas Surulere Lagos
"35,000 / year",H5345,3 bedroom Flat / Apartment for rent Osborne Foreshore Estate Ikoyi Lagos,"7th Street, Victoria's place, Osborne Estate Phase 1, Ikoyi, Lagos Osborne Foreshore Estate Ikoyi Lagos"
"550,000 / year",H5343,2 bedroom Flat / Apartment for rent Akoka Yaba Lagos,Akoka Akoka Yaba Lagos
"250,000 / year",H5342,1 bedroom mini flat Flat / Apartment for rent Akoka Yaba Lagos,Akoka Akoka Yaba Lagos
"500,000 / year",H5339,Self Contain for rent Abule-Oja Yaba Lagos,Abule -Oja Abule Oja Yaba Lagos
"1,300,000 / year",H0942,3 bedroom Duplex for rent Ajah Lekki Gardens estate Ajah Lagos,"Canaan street, Ajah Ajah Lekki Gardens Estate Ajah Lagos"
"2,000,000 / year",H3037,5 bedroom Duplex for rent General Paint Bus Stop Off Lekki-Epe Expressway Ajah Lagos,Lekki Gardens Phase 4 General Paint Bus Stop Off Lekki Epe Expressway Ajah Lagos
"2,000,000 / year",H5336,4 bedroom Duplex for rent Magodo-Shangisha Kosofe/Ikosi Lagos,Shofela Magodo Shangisha Kosofe Ikosi Lagos
"350,000",H5335,1 bedroom mini flat Flat / Apartment for rent Ikosi-Ketu Kosofe/Ikosi Lagos,ikosi Ikosi Ketu Kosofe Ikosi Lagos
"800,000",H5334,3 bedroom Flat / Apartment for rent Pen cinema LSDPC estate Agege Lagos,Agege - ogba Pen cinema Lsdpc Estate Agege Lagos
"600,000 / year",H5333,2 bedroom Flat / Apartment for rent Akoka Yaba Lagos,Akoka Akoka Yaba Lagos
"800,000",H5332,2 bedroom Flat / Apartment for rent Ogudu Ogudu Lagos,Barrack estate Ogudu Ogudu Lagos
"1,500,000",H5331,2 bedroom Flat / Apartment for rent Awolowo Road Ikoyi Lagos,Off Awolowo Road Awolowo Road Ikoyi Lagos
"450,000",H5328,2 bedroom Flat / Apartment for rent Isheri Olofin Egbeda Alimosho Lagos,Isheri Olofin Egbeda Alimosho Lagos
"1,000,000",H5327,3 bedroom Flat / Apartment for rent Sabo Yaba Lagos,close to Ozone cinema Sabo Yaba Lagos
"600,000",H5324,2 bedroom Flat / Apartment for rent Pen cinema LSDPC estate Agege Lagos,Agege ogba Pen cinema Lsdpc Estate Agege Lagos
"300,000 / year",G9780,3 bedroom Flat / Apartment for rent Ekoro Abule Egba Abule Egba Lagos,Ekoro road Ekoro Abule Egba Abule Egba Lagos
